country,organ,year,pub_count
CZ,ureter,2021,1
CZ,urinary bladder,2014,1
CZ,urinary bladder,2017,1
CZ,urinary bladder,2018,7
CZ,urinary bladder,2019,4
CZ,urinary bladder,2020,3
CZ,urinary bladder,2021,6
CZ,urinary bladder,2022,3
CZ,urinary bladder,2023,1
CZ,uterus,2019,1
CZ,uterus,2020,8
CZ,uterus,2021,4
CZ,uterus,2022,4
DE,blood vasculature,2021,2
DE,blood vasculature,2023,1
DE,bone marrow,2014,1
DE,bone marrow,2015,4
DE,bone marrow,2016,8
DE,bone marrow,2017,42
DE,bone marrow,2018,53
DE,bone marrow,2019,75
DE,bone marrow,2020,102
DE,bone marrow,2021,114
DE,bone marrow,2022,87
DE,bone marrow,2023,14
DE,brain,2005,1
DE,brain,2013,1
DE,brain,2014,17
DE,brain,2015,38
DE,brain,2016,161
DE,brain,2017,390
DE,brain,2018,576
DE,brain,2019,820
DE,brain,2020,958
DE,brain,2021,1241
DE,brain,2022,1289
DE,brain,2023,302
DE,eye,2011,1
DE,eye,2013,1
DE,eye,2014,6
DE,eye,2015,6
DE,eye,2016,36
DE,eye,2017,68
DE,eye,2018,96
DE,eye,2019,128
DE,eye,2020,145
DE,eye,2021,201
DE,eye,2022,228
DE,eye,2023,64
DE,fallopian tube,2015,1
DE,fallopian tube,2016,2
DE,fallopian tube,2017,2
DE,fallopian tube,2019,5
DE,fallopian tube,2020,3
DE,fallopian tube,2021,3
DE,fallopian tube,2022,1
DE,fallopian tube,2023,1
DE,heart,2009,1
DE,heart,2014,2
DE,heart,2015,8
DE,heart,2016,48
DE,heart,2017,136
DE,heart,2018,255
DE,heart,2019,367
DE,heart,2020,501
DE,heart,2021,791
DE,heart,2022,908
DE,heart,2023,227
DE,kidney,2014,2
DE,kidney,2015,5
DE,kidney,2016,24
DE,kidney,2017,114
DE,kidney,2018,199
DE,kidney,2019,242
DE,kidney,2020,331
DE,kidney,2021,455
DE,kidney,2022,485
DE,kidney,2023,110
DE,knee,2013,1
DE,knee,2014,2
DE,knee,2015,5
DE,knee,2016,10
DE,knee,2017,35
DE,knee,2018,54
DE,knee,2019,80
DE,knee,2020,110
DE,knee,2021,140
DE,knee,2022,199
DE,knee,2023,38
DE,large intestine,2018,2
DE,large intestine,2019,2
DE,large intestine,2021,5
DE,large intestine,2022,2
DE,liver,2013,1
DE,liver,2014,6
DE,liver,2015,14
DE,liver,2016,45
DE,liver,2017,216
DE,liver,2018,431
DE,liver,2019,570
DE,liver,2020,755
DE,liver,2021,995
DE,liver,2022,977
DE,liver,2023,221
DE,lung,2014,3
DE,lung,2015,4
DE,lung,2016,23
DE,lung,2017,127
DE,lung,2018,214
DE,lung,2019,262
DE,lung,2020,366
DE,lung,2021,508
DE,lung,2022,547
DE,lung,2023,116
DE,lymph node,2014,1
DE,lymph node,2016,7
DE,lymph node,2017,23
DE,lymph node,2018,52
DE,lymph node,2019,47
DE,lymph node,2020,61
DE,lymph node,2021,95
DE,lymph node,2022,87
DE,lymph node,2023,23
DE,muscular system,2018,3
DE,muscular system,2019,4
DE,muscular system,2020,1
DE,muscular system,2022,4
DE,ovary,2002,1
DE,ovary,2015,2
DE,ovary,2016,2
DE,ovary,2017,8
DE,ovary,2018,7
DE,ovary,2019,11
DE,ovary,2020,22
DE,ovary,2021,30
DE,ovary,2022,34
DE,ovary,2023,3
DE,pancreas,2016,3
DE,pancreas,2017,8
DE,pancreas,2018,20
DE,pancreas,2019,23
DE,pancreas,2020,45
DE,pancreas,2021,49
DE,pancreas,2022,54
DE,pancreas,2023,7
DE,pelvis,2016,6
DE,pelvis,2017,3
DE,pelvis,2018,6
DE,pelvis,2019,14
DE,pelvis,2020,14
DE,pelvis,2021,19
DE,pelvis,2022,24
DE,pelvis,2023,2
DE,peripheral nervous system,2017,5
DE,peripheral nervous system,2018,8
DE,peripheral nervous system,2019,18
DE,peripheral nervous system,2020,17
DE,peripheral nervous system,2021,23
DE,peripheral nervous system,2022,16
DE,peripheral nervous system,2023,5
DE,placenta,2014,1
DE,placenta,2016,4
DE,placenta,2017,11
DE,placenta,2018,27
DE,placenta,2019,23
DE,placenta,2020,35
DE,placenta,2021,40
DE,placenta,2022,45
DE,placenta,2023,9
DE,prostate,2014,4
DE,prostate,2015,2
DE,prostate,2016,12
DE,prostate,2017,40
DE,prostate,2018,79
DE,prostate,2019,94
DE,prostate,2020,168
DE,prostate,2021,229
DE,prostate,2022,244
DE,prostate,2023,65
DE,skeletal,2014,2
DE,skeletal,2015,9
DE,skeletal,2016,28
DE,skeletal,2017,92
DE,skeletal,2018,152
DE,skeletal,2019,178
DE,skeletal,2020,207
DE,skeletal,2021,253
DE,skeletal,2022,278
DE,skeletal,2023,66
DE,skin,2005,1
DE,skin,2014,4
DE,skin,2015,4
DE,skin,2016,27
DE,skin,2017,87
DE,skin,2018,205
DE,skin,2019,301
DE,skin,2020,383
DE,skin,2021,458
DE,skin,2022,425
DE,skin,2023,100
DE,small intestine,2017,8
DE,small intestine,2018,9
DE,small intestine,2019,13
DE,small intestine,2020,13
DE,small intestine,2021,19
DE,small intestine,2022,13
DE,small intestine,2023,1
DE,spinal cord,2015,5
DE,spinal cord,2016,16
DE,spinal cord,2017,20
DE,spinal cord,2018,40
DE,spinal cord,2019,50
DE,spinal cord,2020,73
DE,spinal cord,2021,101
DE,spinal cord,2022,72
DE,spinal cord,2023,24
DE,spleen,2016,5
DE,spleen,2017,19
DE,spleen,2018,19
DE,spleen,2019,23
DE,spleen,2020,25
DE,spleen,2021,32
DE,spleen,2022,21
DE,spleen,2023,1
DE,thymus,2014,1
DE,thymus,2015,3
DE,thymus,2016,3
DE,thymus,2017,7
DE,thymus,2018,12
DE,thymus,2019,9
DE,thymus,2020,14
DE,thymus,2021,20
DE,thymus,2022,22
DE,thymus,2023,4
DE,trachea,2014,1
DE,trachea,2015,1
DE,trachea,2016,1
DE,trachea,2017,12
DE,trachea,2018,13
DE,trachea,2019,17
DE,trachea,2020,25
DE,trachea,2021,23
DE,trachea,2022,39
DE,trachea,2023,9
DE,ureter,2015,1
DE,ureter,2016,1
DE,ureter,2017,5
DE,ureter,2018,12
DE,ureter,2019,9
DE,ureter,2020,10
DE,ureter,2021,14
DE,ureter,2022,21
DE,ureter,2023,3
DE,urinary bladder,2014,1
DE,urinary bladder,2015,1
DE,urinary bladder,2016,3
DE,urinary bladder,2017,15
DE,urinary bladder,2018,41
DE,urinary bladder,2019,41
DE,urinary bladder,2020,53
DE,urinary bladder,2021,64
DE,urinary bladder,2022,84
DE,urinary bladder,2023,10
DE,uterus,2014,1
DE,uterus,2017,3
DE,uterus,2018,14
DE,uterus,2019,7
DE,uterus,2020,8
DE,uterus,2021,9
DE,uterus,2022,9
DE,uterus,2023,5
DK,bone marrow,2016,3
DK,bone marrow,2017,4
DK,bone marrow,2018,6
DK,bone marrow,2019,15
DK,bone marrow,2020,11
DK,bone marrow,2021,18
DK,bone marrow,2022,5
DK,bone marrow,2023,1
DK,brain,2015,4
DK,brain,2016,25
DK,brain,2017,80
DK,brain,2018,96
DK,brain,2019,143
DK,brain,2020,143
DK,brain,2021,178
DK,brain,2022,199
DK,brain,2023,61
DK,eye,2015,1
DK,eye,2016,6
DK,eye,2017,11
DK,eye,2018,19
DK,eye,2019,15
DK,eye,2020,17
DK,eye,2021,35
DK,eye,2022,24
DK,eye,2023,11
DK,fallopian tube,2016,1
DK,fallopian tube,2017,2
DK,fallopian tube,2019,1
DK,fallopian tube,2020,1
DK,heart,2014,2
DK,heart,2015,3
DK,heart,2016,16
DK,heart,2017,47
DK,heart,2018,80
DK,heart,2019,103
DK,heart,2020,132
DK,heart,2021,180
DK,heart,2022,226
DK,heart,2023,63
DK,kidney,2012,1
DK,kidney,2014,1
DK,kidney,2015,1
DK,kidney,2016,12
DK,kidney,2017,25
DK,kidney,2018,51
DK,kidney,2019,87
DK,kidney,2020,90
DK,kidney,2021,109
DK,kidney,2022,120
DK,kidney,2023,39
DK,knee,2014,1
DK,knee,2015,3
DK,knee,2016,6
DK,knee,2017,11
DK,knee,2018,20
DK,knee,2019,32
DK,knee,2020,40
DK,knee,2021,55
DK,knee,2022,50
DK,knee,2023,19
DK,large intestine,2019,1
DK,large intestine,2021,1
DK,liver,2015,3
DK,liver,2016,16
DK,liver,2017,58
DK,liver,2018,104
DK,liver,2019,134
DK,liver,2020,199
DK,liver,2021,227
DK,liver,2022,221
DK,liver,2023,65
DK,lung,2011,1
DK,lung,2015,5
DK,lung,2016,9
DK,lung,2017,27
DK,lung,2018,38
DK,lung,2019,58
DK,lung,2020,84
DK,lung,2021,114
DK,lung,2022,119
DK,lung,2023,23
DK,lymph node,2015,1
DK,lymph node,2016,4
DK,lymph node,2017,4
DK,lymph node,2018,8
DK,lymph node,2019,9
DK,lymph node,2020,10
DK,lymph node,2021,18
DK,lymph node,2022,15
DK,lymph node,2023,5
DK,lymph vasculature,2019,1
DK,muscular system,2016,1
DK,muscular system,2018,2
DK,muscular system,2019,5
DK,ovary,2016,3
DK,ovary,2017,4
DK,ovary,2018,4
DK,ovary,2019,6
DK,ovary,2020,11
DK,ovary,2021,9
DK,ovary,2022,12
DK,ovary,2023,4
DK,pancreas,2016,1
DK,pancreas,2017,1
DK,pancreas,2018,10
DK,pancreas,2019,7
DK,pancreas,2020,10
DK,pancreas,2021,5
DK,pancreas,2022,3
DK,pancreas,2023,4
DK,pelvis,2016,1
DK,pelvis,2019,2
DK,pelvis,2020,2
DK,pelvis,2021,4
DK,pelvis,2022,1
DK,pelvis,2023,1
DK,peripheral nervous system,2017,2
DK,peripheral nervous system,2018,2
DK,peripheral nervous system,2019,3
DK,peripheral nervous system,2020,4
DK,peripheral nervous system,2021,8
DK,peripheral nervous system,2022,5
DK,peripheral nervous system,2023,1
DK,placenta,2015,1
DK,placenta,2016,3
DK,placenta,2017,5
DK,placenta,2018,7
DK,placenta,2019,7
DK,placenta,2020,12
DK,placenta,2021,16
DK,placenta,2022,15
DK,placenta,2023,6
DK,prostate,2016,4
DK,prostate,2017,6
DK,prostate,2018,17
DK,prostate,2019,29
DK,prostate,2020,36
DK,prostate,2021,47
DK,prostate,2022,45
DK,prostate,2023,8
DK,skeletal,2014,6
DK,skeletal,2015,6
DK,skeletal,2016,20
DK,skeletal,2017,50
DK,skeletal,2018,73
DK,skeletal,2019,109
DK,skeletal,2020,112
DK,skeletal,2021,108
DK,skeletal,2022,112
DK,skeletal,2023,29
DK,skin,2015,2
DK,skin,2016,6
DK,skin,2017,25
DK,skin,2018,55
DK,skin,2019,77
DK,skin,2020,67
DK,skin,2021,83
DK,skin,2022,91
DK,skin,2023,23
DK,small intestine,2016,1
DK,small intestine,2018,4
DK,small intestine,2019,5
DK,small intestine,2020,12
DK,small intestine,2021,10
DK,small intestine,2022,6
DK,small intestine,2023,2
DK,spinal cord,2014,1
DK,spinal cord,2016,2
DK,spinal cord,2017,6
DK,spinal cord,2018,10
DK,spinal cord,2019,14
DK,spinal cord,2020,21
DK,spinal cord,2021,20
DK,spinal cord,2022,33
DK,spinal cord,2023,8
DK,spleen,2016,2
DK,spleen,2017,4
DK,spleen,2018,6
DK,spleen,2019,1
DK,spleen,2020,4
DK,spleen,2021,3
DK,spleen,2022,1
DK,thymus,2016,1
DK,thymus,2017,1
DK,thymus,2018,1
DK,thymus,2019,1
DK,thymus,2020,4
DK,trachea,2016,1
DK,trachea,2017,3
DK,trachea,2018,2
DK,trachea,2019,5
DK,trachea,2020,7
DK,trachea,2021,3
DK,trachea,2022,7
DK,ureter,2016,1
DK,ureter,2017,1
DK,ureter,2018,3
DK,ureter,2019,3
DK,ureter,2020,1
DK,ureter,2021,3
DK,ureter,2022,2
DK,ureter,2023,4
DK,urinary bladder,2016,1
DK,urinary bladder,2017,2
DK,urinary bladder,2018,6
DK,urinary bladder,2019,5
DK,urinary bladder,2020,14
DK,urinary bladder,2021,17
DK,urinary bladder,2022,18
DK,urinary bladder,2023,4
DK,uterus,2016,1
DK,uterus,2017,3
DK,uterus,2018,2
DK,uterus,2019,3
DK,uterus,2020,4
DK,uterus,2021,1
DK,uterus,2022,3
DO,bone marrow,2018,1
DO,brain,2018,1
DO,brain,2019,1
DO,brain,2020,1
DO,brain,2021,3
DO,brain,2022,2
DO,liver,2018,1
DO,liver,2022,1
DO,peripheral nervous system,2023,1
DO,placenta,2021,1
DO,skeletal,2018,1
DO,skeletal,2021,1
DO,skin,2018,1
DZ,bone marrow,2017,1
DZ,brain,2018,1
DZ,brain,2019,2
DZ,brain,2020,2
DZ,brain,2021,3
DZ,brain,2022,4
DZ,eye,2022,1
DZ,heart,2018,1
DZ,heart,2019,1
DZ,heart,2020,4
DZ,heart,2021,1
DZ,heart,2022,1
DZ,kidney,2018,1
DZ,kidney,2020,2
DZ,kidney,2021,1
DZ,kidney,2022,4
DZ,liver,2018,1
DZ,liver,2019,3
DZ,liver,2020,4
DZ,liver,2021,2
DZ,liver,2022,5
DZ,liver,2023,1
DZ,lung,2018,4
DZ,lung,2019,1
DZ,lung,2020,2
DZ,lung,2021,1
DZ,lung,2022,3
DZ,lung,2023,1
DZ,lymph node,2019,1
DZ,pancreas,2019,1
DZ,placenta,2021,1
DZ,placenta,2022,1
DZ,prostate,2016,1
DZ,prostate,2017,1
DZ,prostate,2019,1
DZ,skeletal,2018,1
DZ,skeletal,2019,2
DZ,skeletal,2020,1
DZ,skeletal,2021,1
DZ,skeletal,2022,1
DZ,skeletal,2023,1
DZ,skin,2019,3
DZ,skin,2022,2
DZ,spinal cord,2018,1
DZ,spinal cord,2019,1
DZ,spleen,2023,1
DZ,thymus,2019,2
DZ,thymus,2021,3
DZ,thymus,2022,1
DZ,thymus,2023,1
DZ,trachea,2022,2
DZ,urinary bladder,2017,1
DZ,uterus,2020,1
EC,brain,2017,2
EC,brain,2018,4
EC,brain,2019,3
EC,brain,2020,5
EC,brain,2021,2
EC,brain,2022,6
EC,brain,2023,2
EC,eye,2021,3
EC,eye,2022,1
EC,eye,2023,1
EC,heart,2016,1
EC,heart,2018,4
EC,heart,2019,3
EC,heart,2020,3
EC,heart,2021,2
EC,heart,2022,7
EC,heart,2023,2
EC,kidney,2018,1
EC,kidney,2019,2
EC,kidney,2020,1
EC,kidney,2022,5
EC,kidney,2023,1
EC,knee,2017,1
EC,knee,2020,2
EC,knee,2021,1
EC,knee,2022,2
EC,large intestine,2021,1
EC,liver,2018,4
EC,liver,2019,9
EC,liver,2020,10
EC,liver,2021,15
EC,liver,2022,12
EC,liver,2023,1
EC,lung,2016,1
EC,lung,2017,1
EC,lung,2019,2
EC,lung,2020,2
EC,lung,2021,2
EC,lung,2022,5
EC,lung,2023,1
EC,muscular system,2022,1
EC,ovary,2020,2
EC,ovary,2022,2
EC,pancreas,2019,1
EC,placenta,2021,1
EC,placenta,2022,1
EC,prostate,2017,1
EC,prostate,2021,2
EC,prostate,2022,1
EC,prostate,2023,1
EC,skeletal,2018,1
EC,skeletal,2020,2
EC,skeletal,2021,1
EC,skeletal,2022,4
EC,skin,2017,1
EC,skin,2018,1
EC,skin,2019,1
EC,skin,2020,5
EC,skin,2021,5
EC,skin,2022,4
EC,small intestine,2021,1
EC,spinal cord,2021,3
EC,spleen,2022,1
EC,trachea,2020,1
EE,bone marrow,2021,1
EE,brain,2016,1
EE,brain,2017,2
EE,brain,2018,3
EE,brain,2019,3
EE,brain,2020,2
EE,brain,2021,7
EE,brain,2022,5
EE,brain,2023,1
EE,eye,2019,1
EE,eye,2020,2
EE,eye,2022,2
EE,fallopian tube,2020,1
EE,heart,2017,2
EE,heart,2019,1
EE,heart,2020,3
EE,heart,2021,2
EE,heart,2022,4
EE,kidney,2018,1
EE,kidney,2019,4
EE,kidney,2020,2
EE,kidney,2021,4
EE,kidney,2022,6
EE,knee,2017,1
EE,knee,2018,1
EE,knee,2021,2
EE,knee,2022,3
EE,knee,2023,1
EE,liver,2014,1
EE,liver,2016,2
EE,liver,2017,5
EE,liver,2018,2
EE,liver,2019,6
EE,liver,2020,5
EE,liver,2021,9
EE,liver,2022,5
EE,liver,2023,2
EE,lung,2017,4
EE,lung,2019,3
EE,lung,2021,5
EE,lung,2023,2
EE,ovary,2017,1
EE,ovary,2018,1
EE,ovary,2019,1
EE,ovary,2020,2
EE,ovary,2022,3
EE,placenta,2019,2
EE,placenta,2020,1
EE,placenta,2022,2
EE,prostate,2017,2
EE,prostate,2020,1
EE,skeletal,2016,1
EE,skeletal,2018,1
EE,skeletal,2019,2
EE,skeletal,2021,3
EE,skeletal,2022,3
EE,skeletal,2023,2
EE,skin,2017,1
EE,skin,2019,2
EE,skin,2021,3
EE,skin,2022,2
EE,small intestine,2017,1
EE,spinal cord,2019,1
EE,spinal cord,2021,1
EE,spinal cord,2023,1
EE,thymus,2017,1
EE,thymus,2018,1
EE,thymus,2022,1
EE,urinary bladder,2022,1
EG,bone marrow,2017,3
EG,bone marrow,2018,8
EG,bone marrow,2019,6
EG,bone marrow,2020,11
EG,bone marrow,2021,18
EG,bone marrow,2022,13
EG,bone marrow,2023,1
EG,brain,2015,2
EG,brain,2016,4
EG,brain,2017,11
EG,brain,2018,22
EG,brain,2019,37
EG,brain,2020,69
EG,brain,2021,104
EG,brain,2022,100
EG,brain,2023,26
EG,eye,2016,1
EG,eye,2017,2
EG,eye,2018,12
EG,eye,2019,13
EG,eye,2020,22
EG,eye,2021,26
EG,eye,2022,49
EG,eye,2023,7
EG,fallopian tube,2016,1
EG,fallopian tube,2018,1
EG,fallopian tube,2020,2
EG,fallopian tube,2021,1
EG,fallopian tube,2022,1
EG,heart,2016,4
EG,heart,2017,15
EG,heart,2018,23
EG,heart,2019,32
EG,heart,2020,53
EG,heart,2021,53
EG,heart,2022,75
EG,heart,2023,16
EG,kidney,2012,1
EG,kidney,2015,1
EG,kidney,2016,2
EG,kidney,2017,23
EG,kidney,2018,36
EG,kidney,2019,59
EG,kidney,2020,105
EG,kidney,2021,126
EG,kidney,2022,114
EG,kidney,2023,30
EG,knee,2018,2
EG,knee,2019,3
EG,knee,2020,6
EG,knee,2021,15
EG,knee,2022,22
EG,knee,2023,4
EG,liver,2015,2
EG,liver,2016,7
EG,liver,2017,32
EG,liver,2018,89
EG,liver,2019,171
EG,liver,2020,259
EG,liver,2021,320
EG,liver,2022,351
EG,liver,2023,78
EG,lung,2014,1
EG,lung,2016,3
EG,lung,2017,3
EG,lung,2018,17
EG,lung,2019,24
EG,lung,2020,34
EG,lung,2021,70
EG,lung,2022,99
EG,lung,2023,30
EG,lymph node,2016,1
EG,lymph node,2018,4
EG,lymph node,2019,11
EG,lymph node,2020,9
EG,lymph node,2021,5
EG,lymph node,2022,8
EG,lymph node,2023,1
EG,muscular system,2019,1
EG,muscular system,2022,2
EG,ovary,2014,1
EG,ovary,2016,1
EG,ovary,2018,3
EG,ovary,2019,5
EG,ovary,2020,14
EG,ovary,2021,9
EG,ovary,2022,9
EG,ovary,2023,3
EG,pancreas,2018,1
EG,pancreas,2019,4
EG,pancreas,2020,6
EG,pancreas,2021,8
EG,pancreas,2022,5
EG,pancreas,2023,1
EG,pelvis,2018,1
EG,pelvis,2020,2
EG,pelvis,2021,5
EG,pelvis,2022,3
EG,pelvis,2023,1
EG,peripheral nervous system,2018,2
EG,peripheral nervous system,2020,3
EG,peripheral nervous system,2021,6
EG,peripheral nervous system,2022,5
EG,peripheral nervous system,2023,1
EG,placenta,2018,4
EG,placenta,2019,5
EG,placenta,2020,5
EG,placenta,2021,15
EG,placenta,2022,16
EG,placenta,2023,4
EG,prostate,2017,1
EG,prostate,2018,6
EG,prostate,2019,6
EG,prostate,2020,11
EG,prostate,2021,18
EG,prostate,2022,25
EG,prostate,2023,6
EG,skeletal,2017,3
EG,skeletal,2018,4
EG,skeletal,2019,6
EG,skeletal,2020,14
EG,skeletal,2021,18
EG,skeletal,2022,13
EG,skeletal,2023,6
EG,skin,2016,1
EG,skin,2017,7
EG,skin,2018,26
EG,skin,2019,52
EG,skin,2020,67
EG,skin,2021,60
EG,skin,2022,106
EG,skin,2023,14
EG,small intestine,2019,1
EG,small intestine,2020,3
EG,small intestine,2021,3
EG,small intestine,2022,1
EG,small intestine,2023,2
EG,spinal cord,2018,2
EG,spinal cord,2019,1
EG,spinal cord,2020,5
EG,spinal cord,2021,2
EG,spinal cord,2022,8
EG,spinal cord,2023,2
EG,spleen,2017,3
EG,spleen,2018,2
EG,spleen,2019,5
EG,spleen,2020,11
EG,spleen,2021,9
EG,spleen,2022,7
EG,spleen,2023,1
EG,thymus,2017,2
EG,thymus,2018,1
EG,thymus,2019,3
EG,thymus,2020,4
EG,thymus,2021,7
EG,thymus,2022,10
EG,trachea,2019,1
EG,trachea,2020,8
EG,trachea,2021,5
EG,trachea,2023,3
EG,ureter,2018,1
EG,ureter,2019,3
EG,ureter,2020,9
EG,ureter,2021,9
EG,ureter,2022,12
EG,ureter,2023,3
EG,urinary bladder,2016,1
EG,urinary bladder,2017,2
EG,urinary bladder,2018,3
EG,urinary bladder,2019,11
EG,urinary bladder,2020,13
EG,urinary bladder,2021,15
EG,urinary bladder,2022,17
EG,urinary bladder,2023,7
EG,uterus,2014,1
EG,uterus,2016,1
EG,uterus,2017,1
EG,uterus,2018,1
EG,uterus,2019,3
EG,uterus,2020,8
EG,uterus,2021,6
EG,uterus,2022,1
EG,uterus,2023,1
ER,kidney,2021,2
ER,liver,2019,1
ER,liver,2021,1
ER,prostate,2020,1
ES,bone marrow,2014,2
ES,bone marrow,2015,3
ES,bone marrow,2016,4
ES,bone marrow,2017,13
ES,bone marrow,2018,30
ES,bone marrow,2019,33
ES,bone marrow,2020,40
ES,bone marrow,2021,50
ES,bone marrow,2022,33
ES,bone marrow,2023,5
ES,brain,2005,1
ES,brain,2014,5
ES,brain,2015,17
ES,brain,2016,53
ES,brain,2017,143
ES,brain,2018,248
ES,brain,2019,345
ES,brain,2020,365
ES,brain,2021,546
ES,brain,2022,516
ES,brain,2023,137
ES,eye,2007,1
ES,eye,2014,3
ES,eye,2015,2
ES,eye,2016,6
ES,eye,2017,40
ES,eye,2018,44
ES,eye,2019,89
ES,eye,2020,89
ES,eye,2021,121
ES,eye,2022,133
ES,eye,2023,29
ES,fallopian tube,2018,5
ES,fallopian tube,2019,1
ES,fallopian tube,2020,2
ES,fallopian tube,2021,4
ES,fallopian tube,2022,1
ES,fallopian tube,2023,1
ES,heart,2014,4
ES,heart,2015,3
ES,heart,2016,15
ES,heart,2017,68
ES,heart,2018,124
ES,heart,2019,178
ES,heart,2020,264
ES,heart,2021,406
ES,heart,2022,453
ES,heart,2023,116
ES,kidney,2014,4
ES,kidney,2015,2
ES,kidney,2016,17
ES,kidney,2017,45
ES,kidney,2018,95
ES,kidney,2019,119
ES,kidney,2020,190
ES,kidney,2021,286
ES,kidney,2022,255
ES,kidney,2023,67
ES,knee,2015,1
ES,knee,2016,3
ES,knee,2017,15
ES,knee,2018,20
ES,knee,2019,31
ES,knee,2020,59
ES,knee,2021,88
ES,knee,2022,88
ES,knee,2023,22
ES,large intestine,2018,1
ES,large intestine,2019,1
ES,large intestine,2020,1
ES,large intestine,2021,3
ES,liver,2012,3
ES,liver,2014,4
ES,liver,2015,2
ES,liver,2016,45
ES,liver,2017,150
ES,liver,2018,260
ES,liver,2019,344
ES,liver,2020,512
ES,liver,2021,744
ES,liver,2022,676
ES,liver,2023,125
ES,lung,2014,1
ES,lung,2015,2
ES,lung,2016,17
ES,lung,2017,50
ES,lung,2018,106
ES,lung,2019,161
ES,lung,2020,231
ES,lung,2021,295
ES,lung,2022,313
ES,lung,2023,100
ES,lymph node,2016,7
ES,lymph node,2017,10
ES,lymph node,2018,26
ES,lymph node,2019,44
ES,lymph node,2020,32
ES,lymph node,2021,63
ES,lymph node,2022,38
ES,lymph node,2023,15
ES,lymph vasculature,2021,1
ES,muscular system,2017,1
ES,muscular system,2019,3
ES,muscular system,2020,8
ES,muscular system,2021,6
ES,muscular system,2022,3
ES,muscular system,2023,4
ES,ovary,2016,4
ES,ovary,2017,6
ES,ovary,2018,8
ES,ovary,2019,19
ES,ovary,2020,22
ES,ovary,2021,20
ES,ovary,2022,14
ES,ovary,2023,4
ES,pancreas,2015,1
ES,pancreas,2016,2
ES,pancreas,2017,3
ES,pancreas,2018,16
ES,pancreas,2019,16
ES,pancreas,2020,20
ES,pancreas,2021,21
ES,pancreas,2022,21
ES,pancreas,2023,4
ES,pelvis,2018,2
ES,pelvis,2019,5
ES,pelvis,2020,10
ES,pelvis,2021,5
ES,pelvis,2022,11
ES,pelvis,2023,3
ES,peripheral nervous system,2016,2
ES,peripheral nervous system,2017,1
ES,peripheral nervous system,2018,7
ES,peripheral nervous system,2019,4
ES,peripheral nervous system,2020,10
ES,peripheral nervous system,2021,12
ES,peripheral nervous system,2022,11
ES,peripheral nervous system,2023,5
ES,placenta,2016,3
ES,placenta,2017,6
ES,placenta,2018,14
ES,placenta,2019,17
ES,placenta,2020,29
ES,placenta,2021,37
ES,placenta,2022,44
ES,placenta,2023,10
ES,prostate,2016,2
ES,prostate,2017,12
ES,prostate,2018,39
ES,prostate,2019,46
ES,prostate,2020,56
ES,prostate,2021,91
ES,prostate,2022,106
ES,prostate,2023,28
ES,skeletal,2014,1
ES,skeletal,2015,1
ES,skeletal,2016,15
ES,skeletal,2017,48
ES,skeletal,2018,86
ES,skeletal,2019,127
ES,skeletal,2020,183
ES,skeletal,2021,257
ES,skeletal,2022,200
ES,skeletal,2023,44
ES,skin,2014,1
ES,skin,2015,3
ES,skin,2016,18
ES,skin,2017,79
ES,skin,2018,150
ES,skin,2019,192
ES,skin,2020,281
ES,skin,2021,341
ES,skin,2022,285
ES,skin,2023,72
ES,small intestine,2017,5
ES,small intestine,2018,4
ES,small intestine,2019,10
ES,small intestine,2020,6
ES,small intestine,2021,13
ES,small intestine,2022,9
ES,small intestine,2023,1
ES,spinal cord,2015,2
ES,spinal cord,2016,5
ES,spinal cord,2017,10
ES,spinal cord,2018,31
ES,spinal cord,2019,29
ES,spinal cord,2020,36
ES,spinal cord,2021,56
ES,spinal cord,2022,52
ES,spinal cord,2023,17
ES,spleen,2015,2
ES,spleen,2016,2
ES,spleen,2017,5
ES,spleen,2018,11
ES,spleen,2019,13
ES,spleen,2020,16
ES,spleen,2021,13
ES,spleen,2022,11
ES,thymus,2016,2
ES,thymus,2017,5
ES,thymus,2018,11
ES,thymus,2019,6
ES,thymus,2020,8
ES,thymus,2021,12
ES,thymus,2022,18
ES,thymus,2023,2
ES,trachea,2016,2
ES,trachea,2017,3
ES,trachea,2018,4
ES,trachea,2019,4
ES,trachea,2020,15
ES,trachea,2021,12
ES,trachea,2022,13
ES,trachea,2023,5
ES,ureter,2017,2
ES,ureter,2018,4
ES,ureter,2019,3
ES,ureter,2020,5
ES,ureter,2021,9
ES,ureter,2022,11
ES,urinary bladder,2016,1
ES,urinary bladder,2017,1
ES,urinary bladder,2018,15
ES,urinary bladder,2019,24
ES,urinary bladder,2020,18
ES,urinary bladder,2021,26
ES,urinary bladder,2022,34
ES,urinary bladder,2023,9
ES,uterus,2014,1
ES,uterus,2016,2
ES,uterus,2017,1
ES,uterus,2018,7
ES,uterus,2019,4
ES,uterus,2020,8
ES,uterus,2021,15
ES,uterus,2022,15
ES,uterus,2023,3
ET,bone marrow,2022,1
ET,brain,2014,2
ET,brain,2017,2
ET,brain,2019,2
ET,brain,2020,4
ET,brain,2021,7
ET,brain,2022,20
ET,brain,2023,1
ET,eye,2018,2
ET,eye,2019,2
ET,eye,2020,6
ET,eye,2021,10
ET,eye,2022,12
ET,eye,2023,2
ET,heart,2016,1
ET,heart,2018,3
ET,heart,2019,5
ET,heart,2020,17
ET,heart,2021,20
ET,heart,2022,22
ET,heart,2023,5
ET,kidney,2016,2
