soa_funder_id,funder_name,country_code
https://openalex.org/F4320336401,Key Lab for Clinical Anatomy and Reproductive Medicine of Hengyang City,CN
https://openalex.org/F4320330606,Stichting Epilepsie Instellingen Nederland,NL
https://openalex.org/F4320336679,NIHR Sheffield Clinical Research Facility,GB
https://openalex.org/F4320333598,"Colorado Plateau Cooperative Ecosystem Studies Unit, Northern Arizona University",US
https://openalex.org/F4320327102,Else Übelmesser-Stiftung,DE
https://openalex.org/F4320318379,Second Affiliated Hospital of Harbin Medical University,CN
https://openalex.org/F4320328569,Fondazione Ticino Olona,IT
https://openalex.org/F4320337888,George M. O'Brien Michigan Kidney Translational Core Center,US
https://openalex.org/F4320327914,Yancheng Science and Technology Bureau,CN
https://openalex.org/F4320317972,Australasian Society for Ultrasound in Medicine,AU
https://openalex.org/F4320318655,Guangxi Key Laboratory of Metabolic Disease Research,CN
https://openalex.org/F4320325409,KME Germany,DE
https://openalex.org/F4320328449,Fundació Víctor Grífols i Lucas,ES
https://openalex.org/F4320336939,"School of Allied Health Sciences, Kitasato University",JP
https://openalex.org/F4320318467,Frankfurter Stiftung für krebskranke Kinder,DE
https://openalex.org/F4320306865,John W. Alden Trust,US
https://openalex.org/F4320337701,"North Carolina Translational and Clinical Sciences Institute, University of North Carolina at Chapel Hill",US
https://openalex.org/F4320335940,Henan Province University Innovation Talents Support Program,CN
https://openalex.org/F4320335794,Guangzhou Research Collaborative Innovation Projects,CN
https://openalex.org/F4320325144,EMDO Stiftung,CH
https://openalex.org/F4320335855,Project of High-level Teachers in Beijing Municipal Universities in the Period of 13th Five-year Plan,CN
https://openalex.org/F4320328193,Swiss Bridge Foundation,CH
https://openalex.org/F4320313356,Pratt Foundation,AU
https://openalex.org/F4320336057,Center for Sepsis Control and Care,DE
https://openalex.org/F4320326128,Knud Højgaards Fond,DK
https://openalex.org/F4320326447,Bracco Diagnostics,US
https://openalex.org/F4320333267,"College of Environmental Science and Forestry, State University of New York",US
https://openalex.org/F4320329094,Fondazione Cassa di Risparmio di Firenze,IT
https://openalex.org/F4320327857,"Key Laboratory of Malignant Tumor Gene Regulation and Target Therapy of Guangdong Higher Education Institutes, Sun Yat-sen University",CN
https://openalex.org/F4320335847,5511 Science and Technology Innovation Talent Project of Jiangxi Province,CN
https://openalex.org/F4320317151,International Progressive MS Alliance,GB
https://openalex.org/F4320310863,Jean Perkins Foundation,US
https://openalex.org/F4320335896,Graduate Student's Research and Innovation Fund of Sichuan University,CN
https://openalex.org/F4320313780,Lalor Foundation,US
https://openalex.org/F4320325531,Health and Family Planning Commission of Heilongjiang Province,CN
https://openalex.org/F4320313699,Kentucky Spinal Cord and Head Injury Research Trust,US
https://openalex.org/F4320335879,Education and Scientific Research Project of Shanghai,CN
https://openalex.org/F4320316044,GE Foundation,US
https://openalex.org/F4320333101,"School of Medicine, University of Alabama at Birmingham",US
https://openalex.org/F4320333754,Yale SPORE in Lung Cancer,US
https://openalex.org/F4320325890,Health Department of Sichuan Province,CN
https://openalex.org/F4320333173,"Masonic Cancer Center, University of Minnesota",US
https://openalex.org/F4320313570,Boston Area Diabetes Endocrinology Research Center,US
https://openalex.org/F4320314254,Delaware IDeA Network of Biomedical Research Excellence,US
https://openalex.org/F4320325280,Kurozumi Medical Foundation,JP
https://openalex.org/F4320333123,"Comprehensive Cancer Center, University of Michigan",US
https://openalex.org/F4320316026,Mary och Georg C. Ehrnrooths Stiftelse,FI
https://openalex.org/F4320330100,Lions Medical Research Foundation,AU
https://openalex.org/F4320333709,Neurofibromatosis Therapeutic Acceleration Program,US
https://openalex.org/F4320336012,"Institute of Research Management and Innovation, Universiti Teknologi MARA",MY
https://openalex.org/F4320326031,Stiftelsen Professor Nanna Svartz Fond,SE
https://openalex.org/F4320325600,ITEA3,NL
https://openalex.org/F4320321506,Consell Català de Recerca i Innovació,ES
https://openalex.org/F4320338341,H2020 Innovation In SMEs,
https://openalex.org/F4320324676,Instituto Nacional de Ciência e Tecnologia Translacional em Medicina,BR
https://openalex.org/F4320327696,INNOPOLIS Foundation,KR
https://openalex.org/F4320326364,Aage og Johanne Louis-Hansens Fond,DK
https://openalex.org/F4320329988,Total Foundation,FR
https://openalex.org/F4320314730,FightMND,AU
https://openalex.org/F4320333965,Takeda Pharmaceuticals International,CH
https://openalex.org/F4320335927,Scientific Research Foundation of Graduate School of Harbin Medical University: Sino Russian Special Fund,CN
https://openalex.org/F4320335373,Direction de l’hospitalisation et de l’offre de Soins,FR
https://openalex.org/F4320326307,Roberto and Cornelia Pallotti's Legacy for Cancer Research,IT
https://openalex.org/F4320327240,Liga Portuguesa Contra o Cancro,PT
https://openalex.org/F4320333366,"Digestive Diseases Research Core Center, University of Chicago",US
https://openalex.org/F4320335460,"National Water Center, United Arab Emirates University",AE
https://openalex.org/F4320328424,National Tea Research Foundation,IN
https://openalex.org/F4320328414,Doktor Robert Pfleger-Stiftung,DE
https://openalex.org/F4320327747,Japan Health Foundation,JP
https://openalex.org/F4320328168,Association pour la Recherche sur les Tumeurs de la Prostate,FR
https://openalex.org/F4320326602,ICAR-Indian Veterinary Research Institute,IN
https://openalex.org/F4320327281,Jilin Office of Philosophy and Social Science,CN
https://openalex.org/F4320328688,Rudolf Ackermann Stiftung,DE
https://openalex.org/F4320333866,"Center for Cell Signaling in Gastroenterology, Mayo Clinic",US
https://openalex.org/F4320334039,Sidney Kimmel Center for Prostate and Urologic Cancers,US
https://openalex.org/F4320313192,Dravet Syndrome UK,GB
https://openalex.org/F4320315319,Roche Italia,IT
https://openalex.org/F4320311316,Agnes og Poul Friis Fond,DK
https://openalex.org/F4320329931,Spanish Clinical Research Network,ES
https://openalex.org/F4320325420,"Institut Teknologi Maju, Universiti Putra Malaysia",MY
https://openalex.org/F4320327390,Stiftung zur Förderung der Erforschung von Ersatz- und Ergänzungsmethoden zur Einschränkung von Tierversuchen,DE
https://openalex.org/F4320313448,Ernest S Bazley Residuary Trust,US
https://openalex.org/F4320338386,Active and Assisted Living programme,BE
https://openalex.org/F4320328800,Virgo Consortium,GB
https://openalex.org/F4320326725,"Ministeriums für Wissenschaft, Weiterbildung und Kultur, Rheinland-Pfalz",DE
https://openalex.org/F4320310267,Greenberg Medical Research Institute,US
https://openalex.org/F4320325605,Wildlife Reserves Singapore Conservation Fund,SG
https://openalex.org/F4320335428,Foundation for Innovative Research Team of Jimei University,CN
https://openalex.org/F4320311604,Grousbeck Family Foundation,US
https://openalex.org/F4320326840,State Key Laboratory of Cognitive Neuroscience and Learning,CN
https://openalex.org/F4320314351,Defence Health Foundation,AU
https://openalex.org/F4320316983,Takeda Foundation,JP
https://openalex.org/F4320333750,Institute for Physical Activity and Nutrition,AU
https://openalex.org/F4320316181,California Table Grape Commission,US
https://openalex.org/F4320315911,Center of Excellence for Stress and Mental Health,US
https://openalex.org/F4320333247,"College of Public Health, University of Nebraska Medical Center",US
https://openalex.org/F4320338031,China-Japan Friendship Hospital Youth Science and Technology Excellence Project,CN
https://openalex.org/F4320326831,Nofima,SE
https://openalex.org/F4320325978,Einar och Inga Nilssons Stiftelse för Kirurgiforskning och Forskning inom Jordbruket,SE
https://openalex.org/F4320335360,Invention for Innovation Programme,GB
https://openalex.org/F4320315104,Louisiana Biomedical Research Network,US
https://openalex.org/F4320333132,"Office of the Provost, University of South Carolina",US
https://openalex.org/F4320314179,Family Larsson‐Rosenquist Foundation,CH
https://openalex.org/F4320313653,Fondation Institut Universitaire de Cardiologie et de Pneumologie de Québec,CA
https://openalex.org/F4320312563,UCL Hospitals Charitable Foundation,GB
https://openalex.org/F4320310324,Hollywood Private Hospital Research Foundation,US
https://openalex.org/F4320336708,Leeds Biomedical Research Centre,GB
https://openalex.org/F4320314408,Allan and Nesta Ferguson Charitable Trust,GB
https://openalex.org/F4320316216,US-Italy Fulbright Commission,IT
https://openalex.org/F4320313882,Medical Research Charities Group,IE
https://openalex.org/F4320316416,Wesco Science Foundation,JP
https://openalex.org/F4320309419,Ischemia Research and Education Foundation,US
https://openalex.org/F4320326010,Region Jämtland Härjedalen,SE
https://openalex.org/F4320338135,Centro de Excelencia en Geotermia de Los Andes,CL
https://openalex.org/F4320325753,Nordsjællands Hospital,DK
https://openalex.org/F4320337717,"Einstein-Mount Sinai Diabetes Research Center, Albert Einstein College of Medicine",US
https://openalex.org/F4320327754,Foundation for Assistance to Small Innovative Enterprises in Science and Technology,RU
https://openalex.org/F4320328651,Gjensidigestiftelsen,NO
https://openalex.org/F4320333237,"The Graduate School, Northwestern University",US
https://openalex.org/F4320325886,Nantong Municipal Commission of Health and Family Planning,CN
https://openalex.org/F4320335797,Collaborative Innovation Center for Modern Science and Technology and Industrial Development of Jiangxi Traditional Medicine,CN
https://openalex.org/F4320337897,Penn Center for Musculoskeletal Disorders,US
https://openalex.org/F4320309844,Blanchette Hooker Rockefeller Fund,US
https://openalex.org/F4320328408,Uniwersytet Medyczny w Białymstoku,PL
https://openalex.org/F4320316322,Hebei Provincial Department of Human Resources and Social Security,CN
https://openalex.org/F4320317036,Beneficentia Stiftung,LI
https://openalex.org/F4320329536,Sichuan Provincial Administration of Traditional Chinese Medicine,CN
https://openalex.org/F4320338223,"Direcció General de Recerca, Generalitat de Catalunya",ES
https://openalex.org/F4320316590,Gyllenstiernska Krapperupsstiftelsen,SE
https://openalex.org/F4320328031,Silmä- ja kudospankkisäätiö,FI
https://openalex.org/F4320316599,Breast Cancer Research Foundation of Alabama,US
https://openalex.org/F4320325981,Erik och Edith Fernströms Stiftelse för Medicinsk Forskning,SE
https://openalex.org/F4320335547,"Centro de Instrumentação, Universidade de Coimbra",PT
https://openalex.org/F4320325577,Tampereen Lastenklinikan Tuki Ry,FI
https://openalex.org/F4320337768,"Center for Protein Therapeutics, University at Buffalo",US
https://openalex.org/F4320333137,"Office of the Vice President for Research, Wayne State University",US
https://openalex.org/F4320329606,ARCHER Service,GB
https://openalex.org/F4320335660,Key Laboratory on Development and Application of Rural Renewable Energy,CN
https://openalex.org/F4320331398,Demensfonden,SE
https://openalex.org/F4320327601,Key Project of Application Development Plan of Chongqing City,CN
https://openalex.org/F4320329178,Health Medical Collaborative Innovation Program of Guangzhou,CN
https://openalex.org/F4320313828,"Ministry of Science and Technology, Government of Nepal",NP
https://openalex.org/F4320326557,Department of Health of Shandong Province,CN
https://openalex.org/F4320312023,June and Steve Wolfson Family Foundation,US
https://openalex.org/F4320329735,Heidelberger Stiftung Chirurgie,DE
https://openalex.org/F4320314111,Reckitt Benckiser Pharmaceuticals,GB
https://openalex.org/F4320329891,Jiangsu Province's Key Provincial Talents Program,CN
https://openalex.org/F4320327837,Swiss Life Stiftung für Chancenreichtum und Zukunft,CH
https://openalex.org/F4320325156,Hermann Klaus Stiftung,CH
https://openalex.org/F4320328594,CRUK and EPSRC Cancer Imaging Centre in Cambridge and Manchester,GB
https://openalex.org/F4320333052,"College of Veterinary Medicine, Mississippi State University",US
https://openalex.org/F4320326783,Federal State Budget Scientific Institution Research Institute - Republican Research and Consulting Center of Expertise,RU
https://openalex.org/F4320327355,Charitable Trust Fund for Ophthalmic Research in Commemoration of Santen Pharmaceutical's Founder,JP
https://openalex.org/F4320316073,Government of Pudong New Area,CN
https://openalex.org/F4320316601,Cardiovascular Medical Research and Education Fund,US
https://openalex.org/F4320325995,Villadsen Family Foundation,LI
https://openalex.org/F4320335977,Korea Technology and Information Promotion Agency for SMEs,KR
https://openalex.org/F4320326864,State Key Laboratory of Medical Neurobiology,CN
https://openalex.org/F4320335400,"Medizinische Fakultät, Friedrich-Alexander-Universität Erlangen-Nürnberg",DE
https://openalex.org/F4320333215,"Department of Surgery, University of Manitoba",CA
https://openalex.org/F4320327189,MedInProt Protein Science Research Synergy Program,HU
https://openalex.org/F4320326970,State Key Laboratory of Scientific and Engineering Computing,CN
https://openalex.org/F4320329164,Motor Accident Insurance Commission,AU
https://openalex.org/F4320335744,Guangxi Zhuang Autonomous Region Health and Family Planning Commission,CN
https://openalex.org/F4320338422,"Division of Diabetes, Endocrinology, and Metabolic Diseases",US
https://openalex.org/F4320316138,National Brain Appeal,GB
https://openalex.org/F4320317000,Regenerative Medicine Minnesota,US
https://openalex.org/F4320327203,Pulsalys,FR
https://openalex.org/F4320328438,Instituto de Investigación Sanitaria Gregorio Marañón,ES
https://openalex.org/F4320325642,Transnationale Universiteit Limburg,BE
https://openalex.org/F4320329504,First Affiliated Hospital of Zhengzhou University,CN
https://openalex.org/F4320333115,"Health Innovation, Investment and Research Office",AU
https://openalex.org/F4320328372,National Dairy Industry and Technology System,CN
https://openalex.org/F4320335470,"Global Change Institute, University of the Witwatersrand, Johannesburg",ZA
https://openalex.org/F4320330353,Key Project of Science and Technology Development of Nanjing Medicine,CN
https://openalex.org/F4320338505,Ovarian Cancer Academy,US
https://openalex.org/F4320313671,Lewis B. and Dorothy Cullman Foundation,US
https://openalex.org/F4320326594,Magistrat der Stadt Wien,AT
https://openalex.org/F4320326478,Instituto Universitario de Tecnología Industrial de Asturias,ES
https://openalex.org/F4320327502,Jiangsu Key Laboratory of New Drug Research and Clinical Pharmacy,CN
https://openalex.org/F4320335906,Dalin Tzu Chi Hospital,TW
https://openalex.org/F4320326869,Key Laboratory of Engineering Structures Damage and Diagnosis of Hunan Province,CN
https://openalex.org/F4320330108,Fundação Nacional de Desenvolvimento do Ensino Superior Particular,BR
https://openalex.org/F4320325782,Fondation de l'École Polytechnique,FR
https://openalex.org/F4320313789,William H. Donner Foundation,US
https://openalex.org/F4320326320,Yuumi Memorial Foundation for Home Health Care,JP
https://openalex.org/F4320326682,Guangdong Provincial Academy of Chinese Medical Sciences,CN
https://openalex.org/F4320328393,Société de Pneumologie de Langue Française,FR
https://openalex.org/F4320337949,"Center of Excellence in Environmental Toxicology, University of Pennsylvania",US
https://openalex.org/F4320338484,DOD Counterdrug Technology Development Program Office,US
https://openalex.org/F4320314714,Nadace Experientia,CZ
https://openalex.org/F4320327304,Department of Human Resources and Social Security of Shaanxi Province,CN
https://openalex.org/F4320329140,"Key Laboratory Of Mental Health, Institute of Psychology, Chinese Academy of Sciences",CN
https://openalex.org/F4320315193,Lush,GB
https://openalex.org/F4320316161,European Orthodontic Society,GB
https://openalex.org/F4320332826,"Center for Gene Therapy, University of Iowa",US
https://openalex.org/F4320329574,Association Neurofibromatoses et Recklinghause,FR
https://openalex.org/F4320337282,NIHR Sheffield Biomedical Research Centre,GB
https://openalex.org/F4320338226,Programma Operativo Nazionale Ricerca e Competitività,IT
https://openalex.org/F4320329759,Zhejiang Key Laboratory of Pathophysiology,CN
https://openalex.org/F4320333527,"Vermont Water Resources and Lake Studies Center, University of Vermont",US
https://openalex.org/F4320336757,Tianjin Municipal Transportation Commission Science and Technology Development Plan Project,CN
https://openalex.org/F4320328394,Fonds de dotation CSL Behring pour la recherche,FR
https://openalex.org/F4320327998,Department of Human Resources and Social Security of Shanxi Province,CN
https://openalex.org/F4320327307,Niedersächsischen Krebsgesellschaft,DE
https://openalex.org/F4320316908,Chongqing Municipal Health Commission,CN
https://openalex.org/F4320314590,Alva Foundation,CA
https://openalex.org/F4320316047,Leukaemia UK,GB
https://openalex.org/F4320326863,State Key Laboratory of Genetic Engineering,CN
https://openalex.org/F4320316343,Major Projects of Natural Sciences of University in Jiangsu Province of China,CN
https://openalex.org/F4320330212,Shanghai Municipal Human Resources Development Program for Outstanding Leaders in Medical Disciplines,CN
https://openalex.org/F4320333354,"Center for Biocatalysis and Bioprocessing, University of Iowa",US
https://openalex.org/F4320331479,Fondation pour la Recherche sur Alzheimer,FR
https://openalex.org/F4320327004,Hubei Provincial Key Laboratory of Economic Forest Germplasm Improvement and Comprehensive Utilization of Resources,CN
https://openalex.org/F4320330350,Shanghai Clinical Research Center for Mental Health,CN
https://openalex.org/F4320330668,Science and Technology Bureau of Jiaxing City,CN
https://openalex.org/F4320327428,Society for Research on Umami Taste,JP
https://openalex.org/F4320328090,European Federation of Immunological Societies,DE
https://openalex.org/F4320329051,Startup Foundation for Doctors of Liaoning Province,CN
https://openalex.org/F4320313807,Forensic Sciences Foundation,US
https://openalex.org/F4320312699,Sir John Fisher Foundation,GB
https://openalex.org/F4320330160,Fondazione Bambino Gesù,IT
https://openalex.org/F4320327245,Union des Blessés de la Face et de la Tête,FR
https://openalex.org/F4320329358,Shanghai Baoshan Science and Technology Commission,CN
https://openalex.org/F4320336540,"Neuroscience Research Center, Shahid Beheshti University of Medical Sciences",IR
https://openalex.org/F4320328316,"Department of Jobs, Precincts and Regions",AU
https://openalex.org/F4320336623,Sichuan Education and Scientific Research Grant Project,CN
https://openalex.org/F4320324939,Robert Wehnerts og Kirsten Wehnerts Fond,DK
https://openalex.org/F4320325461,Struwig-Germeshuysen Kankernavorsingstrust,ZA
https://openalex.org/F4320336177,Buddhist Tzu Chi Hospital,TW
https://openalex.org/F4320309898,Akaeda Medical Research Foundation,JP
https://openalex.org/F4320324969,Direktør Ejnar Jonasson Kaldet Johnsen og Hustrus Mindelegat,DK
https://openalex.org/F4320327674,Shanghai Key Laboratory of New Drug Design,CN
https://openalex.org/F4320314526,Limb Girdle Muscular Dystrophy 2i Research Fund,US
https://openalex.org/F4320323982,"Cardiovascular Research Fund, Tokyo",JP
https://openalex.org/F4320336707,Centre for the Development and Evaluation of Complex Interventions for Public Health Improvement,GB
https://openalex.org/F4320333109,Morsani College of Medicine,US
https://openalex.org/F4320325925,"Sundhed, Region Midtjylland",DK
https://openalex.org/F4320315658,Plan National Cancer,LU
https://openalex.org/F4320329822,Novus International,TH
https://openalex.org/F4320325657,European Society of Veterinary Dermatology,DE
https://openalex.org/F4320327447,Insurance and Care NSW,AU
https://openalex.org/F4320328716,Department of Finance of Hebei,CN
https://openalex.org/F4320327824,Hainan Provincial Department of Health,CN
https://openalex.org/F4320335374,Invention for Innovation,GB
https://openalex.org/F4320336488,"Medizinische Fakultät, Rheinische Friedrich-Wilhelms-Universität Bonn",DE
https://openalex.org/F4320325278,Kondou Kinen Medical Foundation,JP
https://openalex.org/F4320316787,Baylor-Hopkins Center for Mendelian Genomics,US
https://openalex.org/F4320317155,Queen Elizabeth Diamond Jubilee Trust,GB
https://openalex.org/F4320329741,Key Discipline of Zhejiang Province in Medical Technology,CN
https://openalex.org/F4320317788,Health Commission of Shanxi Province,CN
https://openalex.org/F4320329870,University Scientific Research and Innovation Team Program of Sichuan,CN
https://openalex.org/F4320319095,ICAR - National Agricultural Science Fund,IN
https://openalex.org/F4320313324,Neuro Research Charitable Trust,NZ
https://openalex.org/F4320327357,Instituto Nacional de Ciência e Tecnologia em Medicina Assistida por Computação Científica,BR
https://openalex.org/F4320327802,Shanghai Health and Medical Development Foundation,CN
https://openalex.org/F4320317194,USC Norris Comprehensive Cancer Center,US
https://openalex.org/F4320327606,Alcohol Change UK,GB
https://openalex.org/F4320336354,"Dipartimento di Psicologia Generale, Università degli Studi di Padova",IT
https://openalex.org/F4320326455,Institut Français pour la Recherche Odontologique,FR
https://openalex.org/F4320334333,"Child Health Research Institute, University of Nebraska Medical Center",US
https://openalex.org/F4320313835,Departement Buitenlandse Zaken,BE
https://openalex.org/F4320326342,Michaelsen Fonden,DK
https://openalex.org/F4320329404,Ludwig Boltzmann Gesellschaft,AT
https://openalex.org/F4320330255,Sociedad Española de Reumatología Pediátrica,ES
https://openalex.org/F4320335521,"Rangeland Research Institute, University of Alberta",CA
https://openalex.org/F4320309873,Boler Family Foundation,US
https://openalex.org/F4320336389,Division of Research Capacity Development,ZA
https://openalex.org/F4320333474,"Asylum, Migration and Integration Fund",BE
https://openalex.org/F4320335371,"Department of Medicine, Ottawa Hospital",CA
https://openalex.org/F4320312733,ACEM Foundation,NZ
https://openalex.org/F4320330341,Shanghai Key Laboratory of Gynecologic Oncology,CN
https://openalex.org/F4320335964,Science and Technology Innovation Project of Longhua Hospital,CN
https://openalex.org/F4320317799,Health Commission of Hebei Province,CN
https://openalex.org/F4320330772,Health Commission of Shandong Province,CN
https://openalex.org/F4320337865,Indiana Alcohol Research Center,US
https://openalex.org/F4320336537,"Sistema Nacional de Investigación, Secretaría Nacional de Ciencia, Tecnología e Innovación",PA
https://openalex.org/F4320316270,American Association for Anatomy,US
https://openalex.org/F4320316885,Bureau of Science and Technology Nanchong City,CN
https://openalex.org/F4320314719,Masonic Charitable Foundation,GB
https://openalex.org/F4320325997,Landstinget Blekinge,SE
https://openalex.org/F4320317344,JSS College of Pharmacy,IN
https://openalex.org/F4320327951,"Núcleo Milenio Información y Coordinación en Redes, ICR",CL
https://openalex.org/F4320330633,AGER foundation,MT
https://openalex.org/F4320329768,Salzburger Landesregierung,AT
https://openalex.org/F4320336700,Landbrugsstyrelsen,DK
https://openalex.org/F4320317054,Adelson Family Foundation,US
https://openalex.org/F4320327673,Shanghai Key Laboratory of Acupuncture Mechanism and Acupoint Function,CN
https://openalex.org/F4320315619,Virginia and L.E. Simmons Family Foundation,US
https://openalex.org/F4320327836,Sabah Biodiversity Centre,MY
https://openalex.org/F4320316656,TLC Foundation for Body-Focused Repetitive Behaviors,US
https://openalex.org/F4320317313,Ningbo Municipal Innovation Team of Life Science and Health,CN
https://openalex.org/F4320331080,National Key Project for Research on Transgenic Biology,CN
https://openalex.org/F4320331070,Hubei Key Laboratory of Wudang Local Chinese Medicine Research,CN
https://openalex.org/F4320334136,Science-Health Joint Medical Scientific Research Project of Chongqing,CN
https://openalex.org/F4320336055,Green Science Research Center,JP
https://openalex.org/F4320334191,"Penn Center for Precision Medicine, University of Pennsylvania",US
https://openalex.org/F4320317545,Gordon and Marilyn Macklin Foundation,US
https://openalex.org/F4320319031,Biocodex Microbiota Foundation,FR
https://openalex.org/F4320331627,Fondation des Gueules Cassées,FR
https://openalex.org/F4320317240,"Shanghai Key Laboratory of Forensic Medicine, Academy of Forensic Science",CN
https://openalex.org/F4320318578,Administration of Traditional Chinese Medicine of Jilin Province,CN
https://openalex.org/F4320318314,JA Kyosai Research Institute,JP
https://openalex.org/F4320337230,"Botnar Research Centre for Child Health, University of Basel",CH
https://openalex.org/F4320322497,Regional Medical Associates of Hamilton,CA
https://openalex.org/F4320327763,Yenepoya Research Centre,IN
https://openalex.org/F4320329209,Foundation for Key Youth Scholars in Hunan Province,CN
https://openalex.org/F4320334280,"Guangzhou Institute of Pediatrics, Guangzhou Women and Childrens Medical Center",CN
https://openalex.org/F4320316477,Penn Mental Health AIDS Research Center,US
https://openalex.org/F4320331711,Tasmanian Department of Health,AU
https://openalex.org/F4320334401,"Miami Clinical and Translational Science Institute, University of Miami",US
https://openalex.org/F4320331692,Institut Du Cancer de Montréal,CA
https://openalex.org/F4320330415,Australian Research Council Centre of Excellence in Advanced Molecular Imaging,AU
https://openalex.org/F4320319412,Sichuan Federation of Social Science Associations,CN
https://openalex.org/F4320317370,Toyo Suisan Foundation,JP
https://openalex.org/F4320315770,"National MS Society, Upper Midwest Chapter",US
https://openalex.org/F4320324991,Karen A. Tolstrups Fond,DK
https://openalex.org/F4320314502,State Trustees Australia Foundation,AU
https://openalex.org/F4320314541,Canadian Urological Association Scholarship Fund,CA
https://openalex.org/F4320334344,"Faculty of Pharmaceutical Sciences, Burapha University",TH
https://openalex.org/F4320314649,Sanfilippo Children's Foundation,AU
https://openalex.org/F4320328697,Fundación DISA,ES
https://openalex.org/F4320329595,Peterborough K. M. Hunter Charitable Foundation,CA
https://openalex.org/F4320334238,Bayer Korea,KR
https://openalex.org/F4320331092,"Major Projects of Special Development Funds in Zhangjiang National Independent Innovation Demonstration Zone, Shanghai",CN
https://openalex.org/F4320330365,Tistou and Charlotte Kerstan Stiftung,DE
https://openalex.org/F4320334208,Hebei Provincial Health and Family Planning Commission,CN
