soa_institution_id,ror,institution_name,institution_type,country_code
https://openalex.org/I4210155246,https://ror.org/050qgwx77,Telethon Foundation,nonprofit,CL
https://openalex.org/I4210132031,https://ror.org/02n84y322,OXGENE (United Kingdom),company,GB
https://openalex.org/I4210139595,https://ror.org/03w2cmy34,FernUni Schweiz,education,CH
https://openalex.org/I4210150828,https://ror.org/05tsb3a74,Ministry of Urban Development,government,NP
https://openalex.org/I4210113227,https://ror.org/01z0fyn90,Cancer Patients Alliance for Clinical Trials & Survivorship,healthcare,US
https://openalex.org/I4210125783,https://ror.org/030sqdt03,BPM Consulting (Slovakia),company,SK
https://openalex.org/I4210167098,https://ror.org/05kyjqm05,Cardio Flow (United States),company,US
https://openalex.org/I4210112334,https://ror.org/021f61w41,Lübeck Academy of Music,education,DE
https://openalex.org/I4210157106,https://ror.org/04pejce58,Academy of the Interior Ministry of the Republic of Belarus,government,BY
https://openalex.org/I4210092568,https://ror.org/003fxr642,Vertiver (India),company,IN
https://openalex.org/I4210127161,https://ror.org/03f6cng42,Observatorio de Prospectiva Tecnológica Industrial,other,ES
https://openalex.org/I4210102031,https://ror.org/016qrrn27,Shizuoka Prefectural Science and Technology High School,education,JP
https://openalex.org/I4210112552,https://ror.org/01s2wtj48,Instituto Sou da Paz,nonprofit,BR
https://openalex.org/I4210113844,https://ror.org/01dgmv528,Institute of History of Ukraine,facility,UA
https://openalex.org/I4210154750,https://ror.org/04rbew275,Zipline International (United States),company,US
https://openalex.org/I4210104300,https://ror.org/01aagfe76,Efamol (United Kingdom),company,GB
https://openalex.org/I4210155439,https://ror.org/05sp73k66,Geno (Norway),company,NO
https://openalex.org/I4210162193,https://ror.org/05gg6a906,advanceCOR (Germany),company,DE
https://openalex.org/I4210117362,https://ror.org/02emtct55,Takaishi High School,education,JP
https://openalex.org/I4210107536,https://ror.org/01rdvwx15,Lee Memorial Hospital,healthcare,US
https://openalex.org/I2799888436,https://ror.org/03wzvrw53,Feather River College,education,US
https://openalex.org/I4210137310,https://ror.org/03n0ara52,Possover International Medical Center,healthcare,CH
https://openalex.org/I4210148282,https://ror.org/04h8j1922,Alvin Ailey (United States),company,US
https://openalex.org/I4210100907,https://ror.org/01292e826,Agencia de Servicios Sociales y Dependencia de Andalucía,government,ES
https://openalex.org/I4210124002,https://ror.org/03718pw44,The Hindu Group (India),other,IN
https://openalex.org/I4210093319,https://ror.org/00m0wp850,Ascensia Diabetes Care (Switzerland),company,CH
https://openalex.org/I4210131563,https://ror.org/03xkqe691,Sweco (United Kingdom),company,GB
https://openalex.org/I4210086926,https://ror.org/00518yz61,Straub Medical (Switzerland),company,CH
https://openalex.org/I4210111676,https://ror.org/0220er837,Intraband (United States),company,US
https://openalex.org/I4210152671,https://ror.org/040wmvn07,Ping (United States),company,US
https://openalex.org/I4210135890,https://ror.org/03gdsp770,American Institute of Research,facility,US
https://openalex.org/I4210135601,https://ror.org/036qeyz83,Stuart Oncology Associates,other,US
https://openalex.org/I4210165790,https://ror.org/05pz32j92,Kent Optronics (United States),company,US
https://openalex.org/I4210090306,https://ror.org/00drdr242,AnywherEnergy (United States),company,US
https://openalex.org/I4210126873,https://ror.org/02brpgm25,Canadian Evaluation Society,other,CA
https://openalex.org/I4210124904,https://ror.org/02yq51g52,Ottobock (United States),company,US
https://openalex.org/I141860296,https://ror.org/00wtb8g49,Shobi University,education,JP
https://openalex.org/I2799550392,https://ror.org/05ng63712,Clifton T. Perkins Hospital Center,healthcare,US
https://openalex.org/I4210095420,https://ror.org/00te3ej54,ZoneOne Pharma (United States),company,US
https://openalex.org/I4210117909,https://ror.org/0265xav62,Dutch postgraduate School for Art History,education,NL
https://openalex.org/I4210143299,https://ror.org/04zyews33,Baylis Medical (Canada),company,CA
https://openalex.org/I4210167009,https://ror.org/01q2gyr74,Mbuma Mission Hospital,healthcare,ZW
https://openalex.org/I4210123121,https://ror.org/03ac0z906,Helm (Germany),company,DE
https://openalex.org/I4210133724,https://ror.org/044xhw248,Cell Microsystems (United States),company,US
https://openalex.org/I4210117328,https://ror.org/02dxe8s77,National Hospital,healthcare,PA
https://openalex.org/I4210100728,https://ror.org/012rw7q64,Bioinova (Czechia),company,CZ
https://openalex.org/I4210167156,https://ror.org/05vsjw141,International Hospital Kampala,healthcare,UG
https://openalex.org/I4210147967,https://ror.org/03w8kgm26,SB Science Management,education,DE
https://openalex.org/I4210112058,https://ror.org/02w1djg46,Fecunditas Instituto de Medicina Reproductiva,facility,AR
https://openalex.org/I4210154050,https://ror.org/04z03cz64,Hochschule der Bildenden Künste Saar,education,DE
https://openalex.org/I4210118501,https://ror.org/01z3sws73,Shinjuku Yamabuki High School,education,JP
https://openalex.org/I4210157433,https://ror.org/05fbm4611,University Hospitals Geauga Medical Center,healthcare,US
https://openalex.org/I4210114855,https://ror.org/025pqzv51,QMedic,healthcare,US
https://openalex.org/I4210127021,https://ror.org/036b75x65,Hôpital Paul-Doumer,healthcare,FR
https://openalex.org/I4210095377,https://ror.org/009b3qm07,PAU Education,education,ES
https://openalex.org/I4210118346,https://ror.org/02dr3v034,Surgo Foundation,nonprofit,GB
https://openalex.org/I4210091903,https://ror.org/00ef78t34,Novaliq (Germany),company,DE
https://openalex.org/I4210110263,https://ror.org/023y2na82,Human Fertilisation and Embryology Authority,government,GB
https://openalex.org/I4210090187,https://ror.org/009sp3d14,Gentherm (United States),company,US
https://openalex.org/I2802523755,https://ror.org/033cz6738,Oklahoma Department of Rehabilitation Services,government,US
https://openalex.org/I2802519514,https://ror.org/027n5mm74,Dr Emilio B Espinosa Sr Memorial State College of Agriculture and Technology,education,PH
https://openalex.org/I4210160534,https://ror.org/05tv80m53,Instituto Superior Politecnico de Tete,education,MZ
https://openalex.org/I4210107341,https://ror.org/01d0hx540,MSD (Finland),company,FI
https://openalex.org/I2803095652,https://ror.org/027ybr913,Shore Memorial Hospital,healthcare,US
https://openalex.org/I4210089070,https://ror.org/008y17h10,Retriev Technologies (United States),company,US
https://openalex.org/I4210157938,https://ror.org/047vv7q25,École Supérieure d'Art du Nord-Pas-de-Calais,education,FR
https://openalex.org/I4210136268,https://ror.org/03a1yfb59,Lynchburg Family Medicine,healthcare,US
https://openalex.org/I4210145431,https://ror.org/04zt79h83,Roche (Portugal),company,PT
https://openalex.org/I4210133450,https://ror.org/03p46dh90,Aleda E. Lutz VA Medical Center,healthcare,US
https://openalex.org/I922412305,https://ror.org/05fsqxg82,Exide Technologies (Germany),company,DE
https://openalex.org/I4210101241,https://ror.org/019rkfc79,SpineVision (France),company,FR
https://openalex.org/I4210154234,https://ror.org/04csrvg63,Exercise and Survivorship Education Cancer Foundation,nonprofit,US
https://openalex.org/I4210112208,https://ror.org/01yegct87,Commonwealth Cancer Center,healthcare,US
https://openalex.org/I4210120595,https://ror.org/01vstb938,Universidade Katyavala Bwila,education,AO
https://openalex.org/I4210155415,https://ror.org/04qxzae03,University of Business in Wrocław,education,PL
https://openalex.org/I4210146546,https://ror.org/05ff3vp46,Forschungs- und Entwicklungszentrum Fachhochschule Kiel (Germany),company,DE
https://openalex.org/I4210165565,https://ror.org/05v7vyj84,American Orthotic and Prosthetic Association,other,US
https://openalex.org/I4210109856,https://ror.org/01rhjvw42,NewConceptOncology (Germany),company,DE
https://openalex.org/I4210110945,https://ror.org/026f02s60,Sir Arthur Lewis Community College,education,LC
https://openalex.org/I4210116454,https://ror.org/0268c6h94,Medfit Proactive Healthcare,other,IE
https://openalex.org/I4210132238,https://ror.org/02mpfyr18,AxoSim (United States),company,US
https://openalex.org/I4210120632,https://ror.org/02ngbsn37,Gilson (United States),company,US
https://openalex.org/I4210160878,https://ror.org/04y4kb514,Modulight (Finland),company,FI
https://openalex.org/I3132034505,https://ror.org/03kqywj10,Universidad Nuestra Señora de La Paz,education,BO
https://openalex.org/I4210135451,https://ror.org/03q5h1s54,​Eicosis (United States),company,US
https://openalex.org/I4210141675,https://ror.org/041w6fe35,Spetec (Germany),company,DE
https://openalex.org/I4210165428,https://ror.org/05fwx1x78,Vaxiion Therapeutics (United States),company,US
https://openalex.org/I4210166164,https://ror.org/008wcy231,Zensa Hospital,healthcare,IN
https://openalex.org/I4210092349,https://ror.org/00erpmf75,Institute of Geography Named after Academician Hasan Aliyev,facility,AZ
https://openalex.org/I4210135041,https://ror.org/03h2qaw95,Spitalul Universitar de Urgenţă Militar Central Dr. Carol Davila,healthcare,RO
https://openalex.org/I4210121840,https://ror.org/02vwk0k38,Molins (United Kingdom),company,GB
https://openalex.org/I4210151719,https://ror.org/046crbt05,Wikimedia Nederland,nonprofit,NL
https://openalex.org/I4210157745,https://ror.org/05b58s093,Pentracor (Germany),company,DE
https://openalex.org/I4210163967,https://ror.org/05ansvf21,Rohto Pharmaceutical (United Kingdom),company,GB
https://openalex.org/I4210162170,https://ror.org/05atbz571,Mentor Communication (Sweden),company,SE
https://openalex.org/I4210152890,https://ror.org/04twsjs66,Institute of Biochemistry of Biologically Active Compounds of the National Academy of Sciences of Belarus,facility,BY
https://openalex.org/I4210091353,https://ror.org/00dpzpk69,Ilya Pharma (Sweden),company,SE
https://openalex.org/I4210144076,https://ror.org/03mp7ed76,Volition (United States),company,US
https://openalex.org/I4210089880,https://ror.org/008trbz07,Tuaran Hospital,healthcare,MY
https://openalex.org/I4210166436,https://ror.org/03mk4hj97,Open University of West Africa,education,GH
https://openalex.org/I3125571522,https://ror.org/03tmst390,Frank R. Howard Memorial Hospital,healthcare,US
https://openalex.org/I4210134055,https://ror.org/03488tg31,Academic City College University,education,GH
https://openalex.org/I4210103737,https://ror.org/01c0n4952,Institute of Mining of the North after N.V.Chersky,facility,RU
https://openalex.org/I4210139123,https://ror.org/03bha2k34,University of Medical Technology Mandalay,education,MM
https://openalex.org/I4210163858,https://ror.org/05de59334,Kristiansand Municipality,government,NO
https://openalex.org/I4210141224,https://ror.org/03f4rhz75,Metamaterial Technologies (Canada),company,CA
https://openalex.org/I4210098190,https://ror.org/01r8s1c93,Siberian State University of Physical Education and Sport,education,RU
https://openalex.org/I4210102354,https://ror.org/00nxf7t46,Pulmagen Therapeutics (United Kingdom),company,GB
https://openalex.org/I4210145577,https://ror.org/04evcxq23,Consorzio Nazionale Interuniversitario per i Trasporti e la Logistica,other,IT
https://openalex.org/I4210106907,https://ror.org/01mm1y498,Viewpoint Molecular Targeting (United States),company,US
https://openalex.org/I4210107238,https://ror.org/01hyc1n91,Roche (Czechia),company,CZ
https://openalex.org/I4210094251,https://ror.org/00j1faf79,Universidad Cristiana de las Asambleas de Dios,education,SV
https://openalex.org/I4210089316,https://ror.org/006kyfp82,Deri Muzeum,archive,HU
https://openalex.org/I4210116643,https://ror.org/02dg40g44,"St. Petersburg State Budgetary Healthcare Institution ""City Polyclinic No. 106""",healthcare,RU
https://openalex.org/I4210114743,https://ror.org/029g0ec14,Monmouthshire County Council,government,GB
https://openalex.org/I4210122039,https://ror.org/032hncp64,Plasser and Theurer (Austria),company,AT
https://openalex.org/I4210131069,https://ror.org/03m73t838,RenBio (United States),company,US
https://openalex.org/I4210140763,https://ror.org/042ywnb68,Penda Health,other,KE
https://openalex.org/I4210109669,https://ror.org/01rab9670,Bruker (Israel),company,IL
https://openalex.org/I4210148599,https://ror.org/04q2tvr21,Seastar Chemicals (Canada),company,CA
https://openalex.org/I2897106107,https://ror.org/0218d7462,Manipal Hospital Klang,healthcare,MY
https://openalex.org/I4210156605,https://ror.org/05acd7q77,Attollo Engineering (United States),company,US
https://openalex.org/I4210135753,https://ror.org/04avd7t96,Medgene Labs (United States),company,US
https://openalex.org/I4210161595,https://ror.org/05p7ffb87,Riyadh Fertility and Reproductive Health Center,healthcare,EG
https://openalex.org/I4210086800,https://ror.org/001kca336,Encirc (United Kingdom),company,GB
https://openalex.org/I4210137258,https://ror.org/034wp9329,Sleep Number (United States),company,US
https://openalex.org/I4210090288,https://ror.org/00a671n16,Ultimate Software (United States),company,US
https://openalex.org/I2800969880,https://ror.org/01n673471,Corcoran College of Art and Design,education,US
https://openalex.org/I4210104612,https://ror.org/027fvmc90,Rubicon Biotechnology (United States),company,US
https://openalex.org/I4210149352,https://ror.org/04kg4fr36,"Saint-Petersburg Research Institute of Ear, Throat, Nose and Speech",healthcare,RU
https://openalex.org/I4210129081,https://ror.org/03rb22t72,Bidwell Memorial Presbyterian Church,other,US
https://openalex.org/I4210165971,https://ror.org/05feyk235,Comparative Aircraft Flight Efficiency Foundation,nonprofit,US
https://openalex.org/I4210136874,https://ror.org/04kjf4a42,Amron (United States),company,US
https://openalex.org/I4210152123,https://ror.org/04q2cc503,Network of the Universities from the Capitals of Europe,education,BE
https://openalex.org/I4210091822,https://ror.org/00dd2yg30,Tower Urology Medical Group,other,US
https://openalex.org/I2799853278,https://ror.org/04wh0kc34,Northeast Texas Community College,education,US
https://openalex.org/I4210163550,https://ror.org/05j2ppz60,Chest Medicine Associates,healthcare,US
https://openalex.org/I4210139884,https://ror.org/03wde7j36,Averbis (Germany),company,DE
https://openalex.org/I4210089858,https://ror.org/00eh21150,Cummings Veterinary Medical Center,healthcare,US
https://openalex.org/I4210093782,https://ror.org/00ksfyn98,Centre for Investigative Journalism,nonprofit,GB
https://openalex.org/I2800790775,https://ror.org/010299218,Minnesota Public Radio,other,US
https://openalex.org/I4210096928,https://ror.org/00w3s9s05,CIDP Biotech (India),company,IN
https://openalex.org/I4210087657,https://ror.org/002t0k030,Detec (Norway),company,NO
https://openalex.org/I4210090216,https://ror.org/00a78nr16,Laboratoire de la Mer,facility,FR
https://openalex.org/I4210087654,https://ror.org/002jry571,Ypsomed (Switzerland),company,CH
https://openalex.org/I4210091129,https://ror.org/00eqbn006,GVK (India),company,IN
https://openalex.org/I4210150137,https://ror.org/04zjdjw13,"State Institution ""Ukrainian Research Institute of Medical Rehabilitation and Resort Therapy of Ministry of Health of Ukraine""",government,UA
https://openalex.org/I4210098502,https://ror.org/00zjkgd30,Parkinson’s Disease and Movement Disorder Center of Silicon Valley,healthcare,US
https://openalex.org/I4210132441,https://ror.org/03dp65d64,Billings Clinic Cody,healthcare,US
https://openalex.org/I4210108415,https://ror.org/020qgqz48,Berry (India),company,IN
https://openalex.org/I4210163423,https://ror.org/05bvpc358,CGS plus (Slovenia),company,SI
https://openalex.org/I4210114435,https://ror.org/01yx7av22,Histoire et Sources des Mondes Antiques,facility,FR
https://openalex.org/I4210109801,https://ror.org/01x48j266,Hainan Modern Women and Children's Hospital,healthcare,CN
https://openalex.org/I4210143652,https://ror.org/03ytsc046,IJsselheem,nonprofit,NL
https://openalex.org/I4210139471,https://ror.org/042mxcp03,Quadriga Biosciences (United States),company,US
https://openalex.org/I4210131178,https://ror.org/02jybwh86,Stichting Technisch Centrum vd Keramische Industrie,facility,NL
https://openalex.org/I4210133276,https://ror.org/03s92re04,Nursing Science Foundation Switzerland,nonprofit,CH
https://openalex.org/I4210105268,https://ror.org/00twq6n75,OssDsign (Sweden),company,SE
https://openalex.org/I4210121113,https://ror.org/02fabae21,Sağlık Hizmetleri Uygulama ve Araştırma Hastanesi,healthcare,TR
https://openalex.org/I4210164649,https://ror.org/05e5xw908,Advanced Digital Innovation (United Kingdom),company,GB
https://openalex.org/I4210145328,https://ror.org/04bmtez11,DOBA Business School,education,SI
https://openalex.org/I4210109135,https://ror.org/01t3v1178,Florida Eye Microsurgical Institute,healthcare,US
https://openalex.org/I4210142035,https://ror.org/0520d0g72,Academy of Physiotherapy in Wrocław,education,PL
https://openalex.org/I4210096204,https://ror.org/00w7r8d30,The Hepatitis C Trust,other,GB
https://openalex.org/I56139608,https://ror.org/05sykgj25,University of Northern Philippines,education,PH
https://openalex.org/I4210155640,https://ror.org/04tp7cf63,Başkent University Alanya Hospital,healthcare,TR
https://openalex.org/I4210129750,https://ror.org/033zmys03,Nederlands Astmacentrum Davos,healthcare,CH
https://openalex.org/I81689372,https://ror.org/03esh6f70,International Flavors & Fragrances (France),company,FR
https://openalex.org/I2802849764,https://ror.org/0239skj46,Southeast Alaska Regional Health Consortium,nonprofit,US
https://openalex.org/I4210143745,https://ror.org/04q7kwp74,College Success Foundation,nonprofit,US
https://openalex.org/I4210088315,https://ror.org/007qdam28,Centro Universitário de Lins,education,BR
https://openalex.org/I4210126282,https://ror.org/028h2sf55,McDowell County Schools,education,US
https://openalex.org/I4210161824,https://ror.org/05sggp397,HealthPoint Communications,healthcare,US
https://openalex.org/I4210105861,https://ror.org/01njzma31,Mokpo Science University,education,KR
https://openalex.org/I4210162688,https://ror.org/01m2h6984,Chameli Devi Institute of Pharmacy,education,IN
https://openalex.org/I4210163606,https://ror.org/05nc6an52,Saint Alphonsus Medical Center,healthcare,US
https://openalex.org/I4210124107,https://ror.org/02nxw7t86,UCHealth Yampa Valley Medical Center,healthcare,US
https://openalex.org/I4210123168,https://ror.org/02y447m55,Sirtex (Germany),company,DE
https://openalex.org/I4210104210,https://ror.org/01mhhtp02,J P French Associates,facility,GB
https://openalex.org/I4210109106,https://ror.org/014zenb08,Jāzeps Vītols Latvian Academy of Music,education,LV
https://openalex.org/I4210092341,https://ror.org/00dx9f181,Instituto Superior de Comunicação e Imagem de Moçambique,education,MZ
https://openalex.org/I4210103730,https://ror.org/01bqcrq32,Against Violence & Abuse,nonprofit,GB
https://openalex.org/I4210115006,https://ror.org/02b34td92,Ai Corporation (United Kingdom),company,GB
https://openalex.org/I4210119473,https://ror.org/02g7a7139,Critical Art and Media Practice,archive,IN
https://openalex.org/I4210152175,https://ror.org/05fhfab69,Scottish Parliament,government,GB
https://openalex.org/I4210125236,https://ror.org/02afhmq71,Nova Measuring Instruments (Israel),company,IL
https://openalex.org/I4210151669,https://ror.org/05sgqz436,Process Design Center (Netherlands),company,NL
https://openalex.org/I4210098138,https://ror.org/00zfpsw25,The Lung Association Saskatchewan,nonprofit,CA
https://openalex.org/I4210148834,https://ror.org/047ac3d11,Alpha Marine (Greece),company,GR
https://openalex.org/I4210137926,https://ror.org/03pjs2912,Warsaw University of Technology Business School,education,PL
https://openalex.org/I4210145994,https://ror.org/050khj261,Marijampole College,education,LT
https://openalex.org/I4210138298,https://ror.org/04backa61,Scientific Centre of Personalized Psychiatry,company,RU
https://openalex.org/I4210135518,https://ror.org/045a17r54,Xyken (United States),company,US
https://openalex.org/I4210145464,https://ror.org/046yjt975,Focus Ireland,nonprofit,IE
https://openalex.org/I4210099304,https://ror.org/017ed2k28,"Endothelium, Valvulopathy & Heart Failure",facility,FR
https://openalex.org/I4210122409,https://ror.org/0321tdt28,Ospedale San Giovanni Antica Sede,healthcare,IT
https://openalex.org/I4210093904,https://ror.org/00kx7fe64,Fukui Red Cross Hospital,healthcare,JP
https://openalex.org/I4210107031,https://ror.org/01hgbws94,St. Catherine Hospital,healthcare,US
https://openalex.org/I3111280877,https://ror.org/05xv38e59,Brf (Brazil),company,BR
https://openalex.org/I4210112555,https://ror.org/01shjyx24,Cambridge Environmental Research Consultants (United Kingdom),company,GB
https://openalex.org/I4210134521,https://ror.org/03exthx58,Swiss Distance University Institute,education,CH
https://openalex.org/I4210165436,https://ror.org/05gdz0e37,Docrates Cancer Center,healthcare,FI
https://openalex.org/I4210136118,https://ror.org/046sp4t54,Institute for Community Inclusion,facility,US
https://openalex.org/I59900826,https://ror.org/00e0c0q64,Indiana University – Purdue University Columbus,education,US
https://openalex.org/I4210159015,https://ror.org/05btye950,Southwest Autism Research & Resource Center,nonprofit,US
https://openalex.org/I2800355153,https://ror.org/01wc8dm69,Central Clinical Hospital and Polyclinic,healthcare,RU
https://openalex.org/I4210100618,https://ror.org/00nydej67,Levinsky College of Education,education,IL
https://openalex.org/I2800337505,https://ror.org/05v69pw95,Bexley Hall,education,US
https://openalex.org/I4210164345,https://ror.org/05dd4dx68,Instituto de Hematología e Inmunología,healthcare,CU
https://openalex.org/I2802722583,https://ror.org/02hgpw430,Association of the British Pharmaceutical Industry,other,GB
